"No.","Time","Source","Destination","Protocol","Length","Info"
"11827","70.025860","192.168.18.24","192.168.18.21","HTTP","527","GET /?KpKl5U=8rAfcpfsUPJR8Sw&AVBFchs=b4F51honYdNq27Wixwu&o0YffY=sRo8Ye54YcWh&UJV2h5Pj5=qpYjjjfT0l5yH&H1Dv=RsFVH0oyGMRF HTTP/1.1 "
"11828","70.025860","192.168.18.24","192.168.18.21","TCP","74","46220  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076567 TSecr=0 WS=128"
"11829","70.025860","192.168.18.24","192.168.18.21","HTTP","696","GET /?y3Jmucv0r=wvcELyPF&CEEwiqWxO=IfbdxPiwfXummp4UfUH&hAIpy2=iLOFpk&dnMFc7cdox=JY5m5N HTTP/1.1 "
"11830","70.025860","192.168.18.24","192.168.18.21","TCP","74","46228  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076567 TSecr=0 WS=128"
"11831","70.025860","192.168.18.24","192.168.18.21","TCP","66","46134  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076567 TSecr=4274489124"
"11832","70.025860","192.168.18.24","192.168.18.21","TCP","66","46150  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076567 TSecr=4274489124"
"11833","70.025860","192.168.18.24","192.168.18.21","HTTP","349","GET /?2qf0xtAnd=qurcrBmUy1uSG5&EFphQC=rXtriA5pfLq&3lUUmii1st=vAOEYRF1eksqi7e HTTP/1.1 "
"11834","70.025902","192.168.18.21","192.168.18.24","TCP","66","80  >  46104 [ACK] Seq=1 Ack=462 Win=64768 Len=0 TSval=4274489132 TSecr=3500076566"
"11835","70.026126","192.168.18.21","192.168.18.24","TCP","74","80  >  46220 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489132 TSecr=3500076567 WS=128"
"11836","70.026309","192.168.18.21","192.168.18.24","TCP","66","80  >  46118 [ACK] Seq=1 Ack=631 Win=64640 Len=0 TSval=4274489132 TSecr=3500076567"
"11837","70.026496","192.168.18.21","192.168.18.24","TCP","74","80  >  46228 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489132 TSecr=3500076567 WS=128"
"11838","70.026750","192.168.18.21","192.168.18.24","TCP","66","80  >  46134 [ACK] Seq=1 Ack=284 Win=64896 Len=0 TSval=4274489132 TSecr=3500076567"
"11839","70.027322","192.168.18.24","192.168.18.21","TCP","74","46230  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076567 TSecr=0 WS=128"
"11840","70.027323","192.168.18.24","192.168.18.21","HTTP","476","GET /?fFkK=KekJCaxUTtS0W&UFAVpPI0CO=DpoxMVlMBW0IrnhQEx&7Pa=D6Oon7JGS1S HTTP/1.1 "
"11841","70.027323","192.168.18.24","192.168.18.21","TCP","66","46152  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076568 TSecr=4274489126"
"11842","70.027323","192.168.18.24","192.168.18.21","TCP","66","46158  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076568 TSecr=4274489126"
"11843","70.027323","192.168.18.24","192.168.18.21","TCP","66","46174  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076569 TSecr=4274489126"
"11844","70.027323","192.168.18.24","192.168.18.21","HTTP","539","GET /?E3wv=HyK7mir&IvMskx=rS73SR0jfj2e&cxAuH7c=7u4d3PcwKJiIEl2 HTTP/1.1 "
"11845","70.027323","192.168.18.24","192.168.18.21","HTTP","484","GET /?l2dcFwP7=wLetEJ2aNUl&A753L2oP=3YS2TK88tmUf&WTQJmNMn=18jviYjMdKfQsBq HTTP/1.1 "
"11846","70.027323","192.168.18.24","192.168.18.21","TCP","74","46234  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076569 TSecr=0 WS=128"
"11847","70.027351","192.168.18.21","192.168.18.24","TCP","74","80  >  46230 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489133 TSecr=3500076567 WS=128"
"11848","70.027529","192.168.18.21","192.168.18.24","TCP","66","80  >  46150 [ACK] Seq=1 Ack=411 Win=64768 Len=0 TSval=4274489133 TSecr=3500076568"
"11849","70.027727","192.168.18.21","192.168.18.24","TCP","66","80  >  46158 [ACK] Seq=1 Ack=474 Win=64768 Len=0 TSval=4274489133 TSecr=3500076569"
"11850","70.027925","192.168.18.21","192.168.18.24","TCP","66","80  >  46174 [ACK] Seq=1 Ack=419 Win=64768 Len=0 TSval=4274489134 TSecr=3500076569"
"11851","70.028110","192.168.18.21","192.168.18.24","TCP","74","80  >  46234 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489134 TSecr=3500076569 WS=128"
"11852","70.028435","192.168.18.24","192.168.18.21","HTTP","428","GET /?alqGxFXH5H=ulIR&JcvC=rbG03 HTTP/1.1 "
"11853","70.028435","192.168.18.24","192.168.18.21","TCP","74","46238  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076569 TSecr=0 WS=128"
"11854","70.028435","192.168.18.24","192.168.18.21","TCP","74","46250  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076570 TSecr=0 WS=128"
"11855","70.028435","192.168.18.24","192.168.18.21","TCP","74","46256  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076570 TSecr=0 WS=128"
"11856","70.028468","192.168.18.21","192.168.18.24","TCP","66","80  >  46152 [ACK] Seq=1 Ack=363 Win=64896 Len=0 TSval=4274489134 TSecr=3500076569"
"11857","70.028651","192.168.18.21","192.168.18.24","TCP","74","80  >  46238 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489134 TSecr=3500076569 WS=128"
"11858","70.028823","192.168.18.21","192.168.18.24","TCP","74","80  >  46250 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489134 TSecr=3500076570 WS=128"
"11859","70.029009","192.168.18.21","192.168.18.24","TCP","74","80  >  46256 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489135 TSecr=3500076570 WS=128"
"11860","70.031059","192.168.18.24","192.168.18.21","TCP","66","46182  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076573 TSecr=4274489129"
"11861","70.031060","192.168.18.24","192.168.18.21","TCP","66","46194  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076573 TSecr=4274489130"
"11862","70.031060","192.168.18.24","192.168.18.21","HTTP","445","GET /?bGOXmyHiX=FPqs0Q0airgRx&AaHMJxF=tGB4WOStJ HTTP/1.1 "
"11863","70.031060","192.168.18.24","192.168.18.21","TCP","66","46210  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076573 TSecr=4274489130"
"11864","70.031060","192.168.18.24","192.168.18.21","TCP","74","46258  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076574 TSecr=0 WS=128"
"11865","70.031060","192.168.18.24","192.168.18.21","HTTP","446","GET /?6OD=G50277NQYmm5RNRe1&BKdh1m1l=R6x HTTP/1.1 "
"11866","70.031060","192.168.18.24","192.168.18.21","TCP","74","46272  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076574 TSecr=0 WS=128"
"11867","70.031060","192.168.18.24","192.168.18.21","HTTP","586","GET /?LHWBwhA2m=uXq2SqcmYkujkn7DK&WB8hCWS=pGmbLs1F5Ee4v1wGUjpx&npYmFjc=yDMYGX0rQJdO7&jJb7=YrwbS8EMvs HTTP/1.1 "
"11868","70.031107","192.168.18.21","192.168.18.24","TCP","66","80  >  46182 [ACK] Seq=1 Ack=380 Win=64896 Len=0 TSval=4274489137 TSecr=3500076573"
"11869","70.031336","192.168.18.21","192.168.18.24","TCP","74","80  >  46258 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489137 TSecr=3500076574 WS=128"
"11870","70.031539","192.168.18.21","192.168.18.24","TCP","66","80  >  46194 [ACK] Seq=1 Ack=381 Win=64896 Len=0 TSval=4274489137 TSecr=3500076574"
"11871","70.031827","192.168.18.21","192.168.18.24","TCP","74","80  >  46272 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489137 TSecr=3500076574 WS=128"
"11872","70.032007","192.168.18.21","192.168.18.24","TCP","66","80  >  46210 [ACK] Seq=1 Ack=521 Win=64640 Len=0 TSval=4274489138 TSecr=3500076574"
"11873","70.032290","192.168.18.24","192.168.18.21","TCP","74","46288  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076574 TSecr=0 WS=128"
"11874","70.032290","192.168.18.24","192.168.18.21","TCP","66","46220  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076575 TSecr=4274489132"
"11875","70.032290","192.168.18.24","192.168.18.21","HTTP","461","GET /?tTQgta2m=e3FM&QF5CK=LljhClvtL0iObbcnPW3n&6ka=c7UtKxx5bdPTFSG&yRGc=VDJ8HsbED2dIA HTTP/1.1 "
"11876","70.032290","192.168.18.24","192.168.18.21","TCP","74","46290  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076576 TSecr=0 WS=128"
"11877","70.032318","192.168.18.21","192.168.18.24","TCP","74","80  >  46288 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489138 TSecr=3500076574 WS=128"
"11878","70.032492","192.168.18.21","192.168.18.24","TCP","66","80  >  46220 [ACK] Seq=1 Ack=396 Win=64768 Len=0 TSval=4274489138 TSecr=3500076576"
"11879","70.032708","192.168.18.21","192.168.18.24","TCP","74","80  >  46290 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489138 TSecr=3500076576 WS=128"
"11880","70.034703","192.168.18.24","192.168.18.21","TCP","66","46228  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076578 TSecr=4274489132"
"11881","70.034703","192.168.18.24","192.168.18.21","TCP","66","46230  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076578 TSecr=4274489133"
"11882","70.034703","192.168.18.24","192.168.18.21","TCP","66","46234  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076578 TSecr=4274489134"
"11883","70.034703","192.168.18.24","192.168.18.21","HTTP","509","GET /?pGiVxI=Afi1Xa5nnMTjqlcsG5i HTTP/1.1 "
"11884","70.034703","192.168.18.24","192.168.18.21","TCP","66","46238  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076578 TSecr=4274489134"
"11885","70.034704","192.168.18.24","192.168.18.21","TCP","66","46250  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076578 TSecr=4274489134"
"11886","70.034704","192.168.18.24","192.168.18.21","TCP","66","46256  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076578 TSecr=4274489135"
"11887","70.034771","192.168.18.21","192.168.18.24","TCP","66","80  >  46228 [ACK] Seq=1 Ack=444 Win=64768 Len=0 TSval=4274489140 TSecr=3500076578"
"11888","70.035830","192.168.18.24","192.168.18.21","HTTP","386","GET /?viyQkW8Cec=8v1EYhOAIddn&W6Sosrh5Ci=3xu0oxG2jaq4 HTTP/1.1 "
"11889","70.035863","192.168.18.21","192.168.18.24","TCP","66","80  >  46250 [ACK] Seq=1 Ack=321 Win=64896 Len=0 TSval=4274489141 TSecr=3500076578"
"11890","70.036795","192.168.18.24","192.168.18.21","TCP","74","46294  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076578 TSecr=0 WS=128"
"11891","70.036821","192.168.18.21","192.168.18.24","TCP","74","80  >  46294 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489142 TSecr=3500076578 WS=128"
"11892","70.037639","192.168.18.24","192.168.18.21","HTTP","529","GET /?5uJfa=8cFD4K4DmmejVLC&PxmbqU=EFjs3tysJlFSV&vwj5=xCbCFSQiMv8ydVnEp HTTP/1.1 "
"11893","70.037639","192.168.18.24","192.168.18.21","TCP","74","46310  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076579 TSecr=0 WS=128"
"11894","70.037639","192.168.18.24","192.168.18.21","HTTP","625","GET /?JfGN=5K8DsdaGwNwEahej&VbGmLp2qk3=8IwbO1qPnUACpb&7JM5HA1c=U1dSSYVxx&n73=fET6bi0dDHw&2Ipuc=tTvgyqdklXdRN6Dlk8 HTTP/1.1 "
"11895","70.037639","192.168.18.24","192.168.18.21","TCP","74","46322  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076579 TSecr=0 WS=128"
"11896","70.037639","192.168.18.24","192.168.18.21","HTTP","481","GET /?J8IKm33I=t7YaIDPVXr&2EAFG=XOtu220PPcUT&Eepg=vU0jsoydQ&uDE5ouJgt=HtwSq5Dxegs0I&TA3YUswua=jla4tlQINeg4OCBlfbx HTTP/1.1 "
"11897","70.037639","192.168.18.24","192.168.18.21","TCP","74","46330  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076579 TSecr=0 WS=128"
"11898","70.037639","192.168.18.24","192.168.18.21","HTTP","377","GET /?N7oiWgfkHL=Es8Mm6u7Jk1 HTTP/1.1 "
"11899","70.037639","192.168.18.24","192.168.18.21","TCP","66","46258  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076579 TSecr=4274489137"
"11900","70.037675","192.168.18.21","192.168.18.24","TCP","66","80  >  46230 [ACK] Seq=1 Ack=464 Win=64768 Len=0 TSval=4274489143 TSecr=3500076578"
"11901","70.037876","192.168.18.21","192.168.18.24","TCP","74","80  >  46310 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489143 TSecr=3500076579 WS=128"
"11902","70.038052","192.168.18.21","192.168.18.24","TCP","66","80  >  46234 [ACK] Seq=1 Ack=560 Win=64640 Len=0 TSval=4274489144 TSecr=3500076579"
"11903","70.038240","192.168.18.21","192.168.18.24","TCP","74","80  >  46322 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489144 TSecr=3500076579 WS=128"
"11904","70.038417","192.168.18.21","192.168.18.24","TCP","66","80  >  46238 [ACK] Seq=1 Ack=416 Win=64768 Len=0 TSval=4274489144 TSecr=3500076579"
"11905","70.038600","192.168.18.21","192.168.18.24","TCP","74","80  >  46330 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489144 TSecr=3500076579 WS=128"
"11906","70.038783","192.168.18.21","192.168.18.24","TCP","66","80  >  46256 [ACK] Seq=1 Ack=312 Win=64896 Len=0 TSval=4274489144 TSecr=3500076579"
"11907","70.038972","192.168.18.24","192.168.18.21","TCP","74","46346  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076580 TSecr=0 WS=128"
"11908","70.038972","192.168.18.24","192.168.18.21","HTTP","328","GET /?5cDrtbf=beA&vCvJ5G=rB57 HTTP/1.1 "
"11909","70.038972","192.168.18.24","192.168.18.21","TCP","74","46358  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076580 TSecr=0 WS=128"
"11910","70.038972","192.168.18.24","192.168.18.21","TCP","66","46272  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076581 TSecr=4274489137"
"11911","70.038973","192.168.18.24","192.168.18.21","HTTP","493","GET /?nh8X51nuuP=OOjgTpPIojW6F7mi3u2n&TjH=nG4UYBlle2KqM&FAdx4A=LWgDen3lS&aXrcR=crXb4Q HTTP/1.1 "
"11912","70.038973","192.168.18.24","192.168.18.21","TCP","66","46288  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076581 TSecr=4274489138"
"11913","70.038973","192.168.18.24","192.168.18.21","TCP","66","46290  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076581 TSecr=4274489138"
"11914","70.038973","192.168.18.24","192.168.18.21","TCP","74","46366  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076581 TSecr=0 WS=128"
"11915","70.038996","192.168.18.21","192.168.18.24","TCP","74","80  >  46346 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489145 TSecr=3500076580 WS=128"
"11916","70.039530","192.168.18.21","192.168.18.24","TCP","66","80  >  46258 [ACK] Seq=1 Ack=263 Win=65024 Len=0 TSval=4274489145 TSecr=3500076580"
"11917","70.039727","192.168.18.21","192.168.18.24","TCP","74","80  >  46358 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489145 TSecr=3500076580 WS=128"
"11918","70.039901","192.168.18.21","192.168.18.24","TCP","66","80  >  46272 [ACK] Seq=1 Ack=428 Win=64768 Len=0 TSval=4274489146 TSecr=3500076581"
"11919","70.040086","192.168.18.21","192.168.18.24","TCP","74","80  >  46366 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489146 TSecr=3500076581 WS=128"
"11920","70.040424","192.168.18.24","192.168.18.21","HTTP","567","GET /?sf2=ag1TEyxWcnI31&fcmgw46=APokevAJB&L53I=uGmqR HTTP/1.1 "
"11921","70.040424","192.168.18.24","192.168.18.21","TCP","74","46380  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076582 TSecr=0 WS=128"
"11922","70.040424","192.168.18.24","192.168.18.21","HTTP","291","GET /?BC3Rvig=iYBS6qHUiXg HTTP/1.1 "
"11923","70.040424","192.168.18.24","192.168.18.21","TCP","74","46386  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076582 TSecr=0 WS=128"
"11924","70.040424","192.168.18.24","192.168.18.21","TCP","74","46392  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076582 TSecr=0 WS=128"
"11925","70.040457","192.168.18.21","192.168.18.24","TCP","66","80  >  46288 [ACK] Seq=1 Ack=502 Win=64768 Len=0 TSval=4274489146 TSecr=3500076581"
"11926","70.040638","192.168.18.21","192.168.18.24","TCP","74","80  >  46380 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489146 TSecr=3500076582 WS=128"
"11927","70.040816","192.168.18.21","192.168.18.24","TCP","66","80  >  46290 [ACK] Seq=1 Ack=226 Win=65024 Len=0 TSval=4274489146 TSecr=3500076582"
"11928","70.040998","192.168.18.21","192.168.18.24","TCP","74","80  >  46386 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489147 TSecr=3500076582 WS=128"
"11929","70.041163","192.168.18.21","192.168.18.24","TCP","74","80  >  46392 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489147 TSecr=3500076582 WS=128"
"11930","70.043310","192.168.18.24","192.168.18.21","TCP","66","46294  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076586 TSecr=4274489142"
"11931","70.043310","192.168.18.24","192.168.18.21","HTTP","613","GET /?mfbHCJLw=0YjDPEP0wuh&bWwUo=1UFaoghX2aCvFK1NslDw HTTP/1.1 "
"11932","70.043310","192.168.18.24","192.168.18.21","TCP","74","46404  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076586 TSecr=0 WS=128"
"11933","70.043354","192.168.18.21","192.168.18.24","TCP","66","80  >  46294 [ACK] Seq=1 Ack=548 Win=64640 Len=0 TSval=4274489149 TSecr=3500076586"
"11934","70.043605","192.168.18.21","192.168.18.24","TCP","74","80  >  46404 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489149 TSecr=3500076586 WS=128"
"11935","70.044648","192.168.18.24","192.168.18.21","TCP","66","46310  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076587 TSecr=4274489143"
"11936","70.044649","192.168.18.24","192.168.18.21","TCP","66","46322  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076587 TSecr=4274489144"
"11937","70.044649","192.168.18.24","192.168.18.21","TCP","66","46330  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076588 TSecr=4274489144"
"11938","70.044649","192.168.18.24","192.168.18.21","TCP","66","46346  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076588 TSecr=4274489145"
"11939","70.044649","192.168.18.24","192.168.18.21","HTTP","664","GET /?MuLi=Ao2&BRb1w1wrN=UtSCLQgGvIbsSpik5DhT&1VnlPBF=lgIO&LyUwyd=3FwxUU&8GAnmtoAm=hgoDSyH2KXgma7j HTTP/1.1 "
"11940","70.044690","192.168.18.21","192.168.18.24","TCP","66","80  >  46330 [ACK] Seq=1 Ack=599 Win=64640 Len=0 TSval=4274489150 TSecr=3500076588"
"11941","70.045647","192.168.18.24","192.168.18.21","TCP","66","46358  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076588 TSecr=4274489145"
"11942","70.045647","192.168.18.24","192.168.18.21","TCP","74","46408  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076588 TSecr=0 WS=128"
"11943","70.045647","192.168.18.24","192.168.18.21","HTTP","383","GET /?ro88N6Tm=0hbAxa7U3qILdV4&g4KKa2bo=QpX HTTP/1.1 "
"11944","70.045647","192.168.18.24","192.168.18.21","TCP","74","46416  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076588 TSecr=0 WS=128"
"11945","70.045647","192.168.18.24","192.168.18.21","HTTP","425","GET /?1Hcrw=MSv6E5eCLO1ACvxH&Hv6w4=evUMEnL1Qfigt4sOMbVM&FbJ3QngsaQ=ORPQr&2eb0=EJfb3LGh4qPECtfV&82s=2H1QPWxbpTtjCJRCuePn HTTP/1.1 "
"11946","70.045647","192.168.18.24","192.168.18.21","TCP","74","46418  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076589 TSecr=0 WS=128"
"11947","70.045679","192.168.18.21","192.168.18.24","TCP","74","80  >  46408 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489151 TSecr=3500076588 WS=128"
"11948","70.045857","192.168.18.21","192.168.18.24","TCP","66","80  >  46322 [ACK] Seq=1 Ack=318 Win=64896 Len=0 TSval=4274489151 TSecr=3500076588"
"11949","70.046052","192.168.18.21","192.168.18.24","TCP","74","80  >  46416 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489152 TSecr=3500076588 WS=128"
"11950","70.046241","192.168.18.21","192.168.18.24","TCP","66","80  >  46346 [ACK] Seq=1 Ack=360 Win=64896 Len=0 TSval=4274489152 TSecr=3500076589"
"11951","70.046437","192.168.18.21","192.168.18.24","TCP","74","80  >  46418 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489152 TSecr=3500076589 WS=128"
"11952","70.048012","192.168.18.24","192.168.18.21","HTTP","436","GET /?5fc=Tl78MxOQ7Sls&7Ra=nfmfjVc2wYaWn6&HB8hqJJIq=NYA4BGakJs4ReDclI1j HTTP/1.1 "
"11953","70.048012","192.168.18.24","192.168.18.21","TCP","74","46428  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076590 TSecr=0 WS=128"
"11954","70.048012","192.168.18.24","192.168.18.21","HTTP","577","GET /?HFyVYU=bBQH5EUXovDhvwbJOnf&RO3=ip0XP5NR0mr4&l6erYWmX2U=ofXTdeMAn54pKYcUeH4&xNU1npTHPB=kxfgacyvSRYlOc HTTP/1.1 "
"11955","70.048012","192.168.18.24","192.168.18.21","TCP","74","46432  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076590 TSecr=0 WS=128"
"11956","70.048012","192.168.18.24","192.168.18.21","TCP","66","46366  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076592 TSecr=4274489146"
"11957","70.048049","192.168.18.21","192.168.18.24","TCP","66","80  >  46358 [ACK] Seq=1 Ack=371 Win=64896 Len=0 TSval=4274489154 TSecr=3500076589"
"11958","70.048250","192.168.18.21","192.168.18.24","TCP","74","80  >  46428 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489154 TSecr=3500076590 WS=128"
"11959","70.048432","192.168.18.21","192.168.18.24","TCP","66","80  >  46310 [ACK] Seq=1 Ack=512 Win=64768 Len=0 TSval=4274489154 TSecr=3500076590"
"11960","70.048631","192.168.18.21","192.168.18.24","TCP","74","80  >  46432 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489154 TSecr=3500076590 WS=128"
"11961","70.049514","192.168.18.24","192.168.18.21","TCP","66","46380  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076592 TSecr=4274489146"
"11962","70.049514","192.168.18.24","192.168.18.21","HTTP","395","GET /?wJQa2RqlO7=TVMnrD1mkUboTJrXRR0&7UkS2YunC=amQdKDhVXErQqP HTTP/1.1 "
"11963","70.049514","192.168.18.24","192.168.18.21","TCP","66","46386  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3500076592 TSecr=4274489147"
"11964","70.049514","192.168.18.24","192.168.18.21","TCP","74","46444  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076593 TSecr=0 WS=128"
"11965","70.049515","192.168.18.24","192.168.18.21","HTTP","660","GET /?5wIu8=VpcaleuKcfAumlu&tExh=PTQnpbUX&IaL=raJl66k0Y&efb=pl7V0a4EJJ&EJ2y8=PVYAbDTx1utSsOSN1EU HTTP/1.1 "
"11966","70.049515","192.168.18.24","192.168.18.21","TCP","74","46460  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076593 TSecr=0 WS=128"
"11967","70.049515","192.168.18.24","192.168.18.21","HTTP","431","GET /?58DtgKIuW=RdBinUw HTTP/1.1 "
"11968","70.049515","192.168.18.24","192.168.18.21","TCP","74","46466  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3500076594 TSecr=0 WS=128"
"11969","70.049552","192.168.18.21","192.168.18.24","TCP","66","80  >  46366 [ACK] Seq=1 Ack=330 Win=64896 Len=0 TSval=4274489155 TSecr=3500076592"
"11970","70.049776","192.168.18.21","192.168.18.24","TCP","74","80  >  46444 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4274489155 TSecr=3500076593 WS=128"
